,saison,distancemer,altitude,vegetation,densite,nb_averses,volume,pluieLendemain
0,Automne,31.59530783178123,35.10223768694286,Faible,2.2073545541777846,2,1.289398091107846,0
1,Automne,48.076658360637005,1220.0871767601616,Faible,0.5504326564505939,1,0.6027203182427944,0
2,Hiver,8.92485336142908,63.84600165788093,Dense,14.730127782908255,0,0.0,1
3,Été,7.0290747317024245,25.35021107670258,Dense,1.4807706250628612,1,0.7895363202020825,0
4,Été,10.035125554720503,3.9740120983660163,Dense,1.3725108205287408,1,0.8930867591412004,1
5,Printemps,0.7187170138653813,1.6538285820551863,Rare,18.378741168439838,2,2.5354075007736716,1
6,Hiver,7.739359786237387,13.080364506927925,Faible,24.81796558209719,2,2.163277286599432,1
7,Printemps,5.530893470484925,10.621783339940137,Faible,3.7766040435118917,3,3.6371558399295534,1
8,Automne,28.701990415720974,44.29163215757713,Moyenne,15.986286076658674,2,1.3086063274659396,0
9,Été,0.7174920632603425,6.213595193162535,Rare,11.28026138409582,3,2.9033313444367135,1
10,Automne,14.357728941131835,226.4922735938206,Moyenne,8.398251288069007,0,0.0,0
11,Printemps,64.38085460060333,41.16051721665686,Faible,1.9391176805771713,0,0.0,0
12,Hiver,20.710811367402442,157.83057368786672,Faible,15.305218292134427,1,0.7469325487714349,0
13,Été,10.349605784667078,4.285250122676959,Rare,28.470843371903637,1,0.8920645333120657,1
14,Automne,2.4466371660003654,37.93752048321226,Rare,18.048246409159166,2,1.9358041808269464,1
15,Hiver,11.809325963901808,90.88494263025193,Faible,3.327909656335226,1,0.9353703060996633,1
16,Hiver,12.710531376695025,128.54837341330577,Rare,6.039583940242071,3,2.7914396645621893,1
17,Été,24.634690958540332,323.4487670438874,Moyenne,0.8843614920586318,1,0.5495838663076428,1
18,Printemps,11.912597086296877,311.9042394322026,Dense,26.961592961870736,0,0.0,1
19,Printemps,9.241126158928168,17.101054365553193,Moyenne,17.26296169633825,0,0.0,1
20,Automne,14.238317519454126,352.13528194524525,Faible,0.363068871556094,0,0.0,0
21,Printemps,34.69902925693749,318.8003037277835,Moyenne,1.170998375042578,0,0.0,0
22,Automne,44.37141958767659,589.4311608314188,Faible,5.659099500921774,0,0.0,0
23,Automne,4.286210612808681,63.24279231452466,Dense,4.295787544166903,1,0.9400457181512106,0
24,Automne,0.42267226033568495,8.061208099353506,Dense,2.1820208909585457,0,0.0,1
25,Printemps,49.640523174223475,170.5113209170308,Rare,0.18545530974436436,1,0.7795192476456827,0
26,Hiver,13.390345540937966,43.3271160311279,Dense,6.840410577865708,1,0.9270126473242506,1
27,Printemps,20.914943274897997,32.5858833168359,Moyenne,16.653300022622737,1,0.8659518628832616,0
28,Hiver,1.2810623588920071,21.862854125488777,Rare,25.560801677252556,0,0.0,1
29,Été,22.213452191762034,91.83913033146756,Rare,1.1817719875097057,0,0.0,0
30,Été,58.11304561240938,895.712411160303,Rare,1.2119781214726613,0,0.0,0
31,Été,76.69549439573524,558.5421318452067,Faible,6.418724315660019,2,0.872031407219696,0
32,Automne,65.54053572694605,980.768279550701,Faible,0.7528270657462759,0,0.0,0
33,Été,31.30649543028065,321.3963444788089,Faible,5.618441343652416,1,0.5256173414639145,0
34,Automne,2.443722648370232,31.25391084336353,Faible,19.097403669397796,0,0.0,0
35,Printemps,25.51172248662167,56.73049412696282,Moyenne,4.224881679228955,1,0.8460857509479471,0
36,Automne,21.18031966764929,6.073661747645153,Rare,9.200800685285541,0,0.0,0
37,Automne,15.189797085844102,19.93348966576705,Moyenne,7.581165282475646,0,0.0,1
38,Été,10.049154170433429,112.11508894631906,Moyenne,15.515619307794564,1,0.7660810008002387,0
39,Automne,0.5782330821735805,9.55849440750017,Rare,23.20166876024799,2,2.1949433020189715,1
40,Printemps,1.569193833059769,8.099668787918306,Moyenne,32.47222532728729,0,0.0,1
41,Été,52.01375343616255,201.8906088177007,Rare,2.60173952377812,0,0.0,0
42,Automne,2.4746608576346274,7.803107007047504,Moyenne,2.8448482042370333,1,1.0537101112122926,1
43,Automne,7.119576781412861,110.6049139523259,Dense,57.03656598816208,1,0.9087080550686424,0
44,Hiver,27.545098664643447,98.32358372583407,Moyenne,9.136898464823354,0,0.0,0
45,Printemps,152.84173070743097,524.8426321052116,Rare,1.0494901310234181,0,0.0,0
