,saison,distancemer,altitude,vegetation,densite,nb_averses,volume,pluieLendemain
0,Automne,86.7163722422582,1584.6654540097118,Dense,3.4272894008606505,2,1.0874714592083632,0
1,Été,21.222146508700536,385.13705686404137,Faible,8.34148981618147,1,0.5644938864516593,0
2,Hiver,14.64268664309061,175.91542006704984,Rare,20.531396309740487,3,2.7631788924545972,1
3,Printemps,6.0417189801963564,202.58525369321475,Dense,20.2593020170673,1,1.0992294032449792,1
4,Automne,123.06821603966645,562.4585848593607,Faible,17.064880937077138,1,0.5087261196409899,0
5,Été,88.21980758119452,524.3802016894412,Dense,20.01783021765576,0,0.0,0
6,Hiver,6.4828329088909245,30.387128449330906,Moyenne,2.142949311080363,0,0.0,1
7,Automne,5.438862057607769,30.971118257335423,Faible,6.815694184433919,1,0.9258110851400008,0
8,Printemps,19.300085185937462,17.54664992235007,Rare,18.701671206851284,0,0.0,1
9,Automne,34.9034041986589,131.66163571517654,Dense,0.14304174576524153,2,1.2694830411901366,0
10,Été,69.4106161686716,416.56791065443184,Moyenne,4.532586867269241,1,0.44599601722659066,0
11,Été,40.579213270247564,446.2317571607035,Moyenne,2.730321951767456,1,0.49967439241189493,0
12,Hiver,42.557724643461285,587.0900460307427,Dense,0.2474539862428618,1,0.6749138531501253,0
13,Été,6.36329205765157,38.95716898289693,Rare,17.357256954695924,0,0.0,0
14,Été,12.330934347947753,25.337270559845127,Rare,2.877758630911414,1,0.7524966754501655,0
15,Automne,10.674108140338333,0.5453990444416339,Faible,5.370917159323671,0,0.0,1
16,Hiver,5.222797076391115,69.33199175718453,Rare,4.660497843356395,3,2.9649214002311783,1
17,Été,17.862848045243297,57.686578117437016,Rare,20.018615734831275,2,1.45563042489634,1
18,Printemps,23.597119121542644,301.87785995539434,Rare,6.639510811657212,0,0.0,0
19,Automne,4.249837144819742,44.969534390092974,Moyenne,20.09592734839979,0,0.0,0
20,Printemps,3.1700403782432978,3.8767703351559444,Dense,23.713119045645005,2,2.4561332642150737,1
21,Été,59.725935672316055,138.31606678556955,Moyenne,0.8637338043632421,1,0.461023363586065,1
22,Printemps,1.4791222040683678,1.9942233437969492,Moyenne,59.72708792610654,2,2.4885514885427007,1
23,Automne,5.905498113332212,35.54932663674547,Dense,25.414761902567598,1,0.920669334169012,0
24,Printemps,114.51717418868404,600.9950837209591,Moyenne,18.76046321559968,0,0.0,1
25,Printemps,2.337888324459512,9.572964147752515,Rare,12.710045030417197,0,0.0,1
26,Hiver,16.908027518031105,115.72031935841112,Dense,6.909045027573883,1,0.9114761753305194,1
27,Hiver,21.599872211304074,8.41030815445591,Moyenne,9.73962385642552,0,0.0,0
28,Automne,13.669348718057465,165.1416613068555,Faible,17.205703967826665,1,0.8656398954536514,0
29,Été,3.7960710802838387,4.2189776949473075,Rare,7.878717681970042,1,0.9234108608552636,1
30,Été,16.770253803994475,26.761578949501672,Faible,40.27759382420045,1,0.7320213896216607,0
31,Automne,5.9295485760425715,51.60685349854291,Faible,10.27125533898787,1,0.9204131634624784,1
32,Hiver,22.33649583353593,184.64780098573667,Dense,18.691606501874357,0,0.0,0
33,Été,78.35332098522623,747.1074751312516,Moyenne,39.78457755535701,0,0.0,0
34,Automne,49.61290012610778,249.86553081036817,Moyenne,0.06507306405882823,0,0.0,0
35,Automne,27.772436525367414,368.9574285200722,Moyenne,8.283480810955496,0,0.0,0
36,Hiver,46.28498171014377,1329.9719700392106,Faible,0.4002332190172891,1,0.6665182417312021,0
37,Été,92.64459646081384,871.0979533993822,Rare,14.421359407278194,0,0.0,0
38,Été,51.66908782951708,2689.3016698707866,Faible,0.24433635370125215,1,0.4755140294714629,0
39,Été,5.8908149598273685,33.74552879223995,Moyenne,2.056093293272673,0,0.0,0
40,Printemps,52.361293780510564,222.46477595567706,Rare,0.33228179535712554,1,0.774183233486383,1
41,Été,15.454303374130467,309.8352608572934,Rare,19.590656266385842,1,0.7374662122678819,0
42,Automne,16.791139518390533,106.57286601237668,Moyenne,33.47070411871317,0,0.0,0
43,Printemps,29.125496432345678,101.48090201119173,Faible,0.853024849788502,0,0.0,0
44,Automne,29.931903312397818,798.5113620721171,Faible,1.9228177683250582,0,0.0,0
45,Hiver,12.20613571099239,23.45107299554189,Moyenne,5.277076755217106,1,0.9331731455775563,1
46,Automne,63.05085962273563,2253.4443170524305,Faible,1.722930543457546,0,0.0,0
47,Hiver,5.357077259540147,46.743452065753516,Dense,36.977264159536574,0,0.0,1
48,Hiver,48.21858226053718,410.042485131348,Faible,1.482386821561611,0,0.0,0
49,Été,7.6267994042481915,3.8926135142959404,Dense,4.766992019725676,3,2.7063503236563093,1
50,Printemps,12.266244053971624,2.345800821309763,Dense,2.288399412026158,3,3.559269720853324,1
51,Printemps,22.45655462099555,9.648098184383288,Dense,1.4243630333901545,1,0.8588406655000169,1
52,Hiver,40.171683841950355,447.6448592318494,Dense,8.247875425864605,0,0.0,0
53,Été,65.72137050749511,2558.2882376621433,Dense,1.6695091072521284,1,0.4514575851339978,0
54,Été,9.108472772493354,158.22281736414118,Faible,3.1021011360391237,0,0.0,1
55,Automne,92.90268244947255,2645.2410629075553,Dense,9.77727906289044,0,0.0,0
56,Automne,13.676243726290203,64.65154338647848,Rare,34.985241393907806,0,0.0,0
57,Automne,32.82856805588152,69.88384258632993,Moyenne,23.692419117828692,2,1.2817400397032228,0
58,Hiver,40.55417171663101,201.5238023485454,Faible,1.880836604716385,0,0.0,0
59,Printemps,9.531125123922136,76.36383454925402,Dense,14.488724615390813,1,1.0695831243948022,1
60,Été,58.14992418087476,502.44291127444444,Faible,0.5923990428779042,1,0.4636975418908879,0
61,Automne,51.430991916372186,380.7627475212836,Faible,0.39527288972589675,0,0.0,0
62,Automne,65.17418996599172,601.3906274330619,Dense,9.144016803755823,0,0.0,0
63,Automne,3.6602654816208005,84.59219990608665,Dense,11.199200187118347,0,0.0,0
64,Hiver,15.223036787592758,13.641857211331102,Faible,16.28102391293391,0,0.0,1
65,Automne,30.782158452849654,409.03572812248376,Faible,17.093560248059937,0,0.0,0
66,Hiver,60.318857930823725,886.9065020890095,Rare,1.8961588331447785,0,0.0,0
67,Été,24.686770866644878,602.5042250003071,Rare,13.817679613611595,1,0.5493726890410326,0
