,saison,distancemer,altitude,vegetation,densite,nb_averses,volume,pluieLendemain
0,Hiver,35.44860457728022,163.44369162446063,Moyenne,2.486406061797496,0,0.0,0
1,Automne,5.865385577502329,29.967597203012993,Moyenne,43.521588740546676,0,0.0,0
2,Hiver,6.696903382629801,50.51073370549474,Rare,16.81780259924202,0,0.0,1
3,Été,32.74098355305782,65.89136734427674,Faible,4.543441942317465,0,0.0,0
4,Automne,11.016858340569316,175.5472668979844,Faible,12.346231796477634,0,0.0,0
5,Automne,33.341161440945704,11.612992952887687,Faible,7.3700890177219405,0,0.0,0
6,Printemps,46.828672791338704,331.1083005011785,Rare,1.7045864929240557,0,0.0,0
7,Été,111.45213715748481,1556.2481246090595,Rare,4.750576229104089,0,0.0,0
8,Printemps,8.405564290266462,227.33930013632127,Faible,45.42610160405505,2,2.1557346723668753,1
9,Printemps,5.538610392761854,36.8443884936675,Rare,18.030013883696107,3,3.3140517440295776,1
10,Hiver,1.0194914924152234,2.100677201835793,Faible,2.8687105509796513,1,1.1343626740597268,1
11,Automne,32.34900008694232,159.8276714987186,Dense,2.27575782929441,1,0.6423416118861939,0
12,Hiver,71.98684620788414,427.95962865344694,Moyenne,28.071433477848547,0,0.0,0
13,Printemps,33.59849610372866,85.44230071040539,Faible,6.01220991759735,0,0.0,0
14,Automne,7.417451677870461,15.940776967611189,Dense,8.921999922490569,1,1.0230233943085858,1
15,Printemps,35.751996123618405,67.55410759266326,Faible,0.3036996088111198,1,0.8123393542123122,0
16,Hiver,42.302719185738304,1735.8903067922415,Faible,0.040312443637267895,1,0.6755148541018624,0
17,Printemps,14.650327050817172,100.93419285908642,Rare,27.56973447180045,2,2.082049775168411,1
18,Hiver,0.806371987708022,2.1387483021499016,Faible,38.80512198995781,1,1.1429178179560953,1
19,Été,10.733340026755037,172.20022973385528,Dense,7.392786617567577,0,0.0,0
20,Été,48.42737602140276,253.71305973189504,Moyenne,0.5335414433745005,1,0.48199346963778966,0
21,Hiver,43.4736688678522,241.69437017856632,Dense,6.407178380439174,0,0.0,0
22,Printemps,19.885211961027764,279.2340061705317,Rare,21.377214610334928,2,2.0413332321042224,1
23,Hiver,20.48395767256035,70.98837820421559,Moyenne,3.9286765128790435,0,0.0,0
24,Printemps,29.581188197165872,1057.9928192725358,Faible,11.94411310791023,1,0.8312859863325184,1
25,Été,22.05697374182551,25.66582930653432,Faible,21.31825109890751,0,0.0,0
26,Hiver,22.246703164535788,44.683334656272606,Faible,4.174332103117803,0,0.0,0
27,Été,12.128275402882215,2.9231125922114036,Dense,1.408130383795502,0,0.0,1
28,Hiver,49.348302323297126,648.6586973213117,Moyenne,0.06180062398142325,1,0.6601096610320959,0
29,Automne,1.530776537524024,24.612162029118508,Moyenne,0.5961276567290004,0,0.0,0
30,Printemps,12.379560761131293,325.1396682545342,Dense,9.905085441020399,1,1.0522349249288074,1
31,Automne,21.328420931174314,171.9746374438022,Dense,12.13915348006022,0,0.0,0
32,Été,24.21380607145242,67.46434987414088,Dense,13.345256000743785,0,0.0,0
33,Automne,53.41806865026222,491.7445080734129,Rare,2.2562793116451685,0,0.0,0
34,Automne,38.45155783488612,448.99956506641496,Faible,0.4075806407600669,0,0.0,0
35,Été,5.587124568110915,108.68371956548735,Moyenne,7.399052658527481,1,0.80414132059685,0
36,Été,2.4009216416385657,25.482903004895906,Faible,23.117945611983043,0,0.0,0
37,Automne,0.8807742510675687,5.625333586024832,Dense,16.675989547180862,1,1.0794950599119735,1
38,Été,63.045596225994636,1009.1749441777612,Moyenne,3.12996598656583,2,0.9112283565767927,0
39,Été,15.055124619615045,1.2960123650473678,Faible,13.502328521128943,2,1.759209467125725,1
40,Automne,18.579723150140275,43.84257376598142,Dense,16.267846952538022,1,0.8451927472163302,0
41,Été,38.57697677122643,105.91820402345341,Moyenne,7.335296272812099,1,0.5047344164313784,0
42,Automne,35.60076927871995,159.34872760288448,Dense,10.033447283826312,0,0.0,0
43,Hiver,25.084331025335068,210.1431307625338,Rare,13.246452405305503,0,0.0,0
44,Printemps,21.088665798225243,13.316891878339897,Moyenne,2.6399041028006005,0,0.0,0
45,Automne,5.793329087055807,36.699093881427025,Dense,1.7855245548269594,2,1.8437505524306141,1
