,saison,distancemer,altitude,vegetation,densite,nb_averses,volume,pluieLendemain
0,Été,25.809921867408956,91.77711996523303,Moyenne,10.369628348247788,0,0.0,0
1,Hiver,62.47668885291846,530.1014469772673,Rare,11.971484200156556,1,0.6365206488050663,0
2,Printemps,28.13810765311884,188.20440410784002,Faible,20.307957832696232,0,0.0,0
3,Printemps,8.696919094027693,2.414377019552615,Rare,8.189558292829094,1,1.197813154592466,1
4,Hiver,10.534844708278131,213.60006171060783,Rare,14.967417424605385,0,0.0,1
5,Été,22.83780625728746,87.34002222520519,Dense,8.0161082836593,1,0.5571573038040899,0
6,Hiver,98.16688419438324,374.6611067418076,Rare,32.72447331915814,0,0.0,0
7,Été,6.118454009361917,91.68460418581874,Dense,1.0149413559515614,1,0.7984299018619971,0
8,Hiver,21.39427553506328,113.3361281516965,Rare,11.283368251756087,0,0.0,0
9,Printemps,12.638145874258266,60.641074803466466,Rare,8.393864077458058,0,0.0,1
10,Printemps,44.0544759039509,359.92623603203396,Rare,4.691692985315898,1,0.7914572977642952,1
11,Été,48.71622137869362,92.74282096181975,Rare,0.5978939029635564,1,0.48139879094499377,0
12,Printemps,16.578604726385493,99.659106807632,Moyenne,4.043863888709237,1,1.0327872817899217,1
13,Hiver,6.84929998337905,60.5113297896805,Rare,2.488002088345986,1,0.9712099326198544,1
14,Été,2.083379019865767,12.898165701991989,Faible,14.939439218118878,1,0.9372342517452754,1
15,Printemps,6.643659231762609,65.56555625117373,Rare,69.57496584571031,0,0.0,1
16,Automne,9.540150022229161,69.65367624186489,Moyenne,6.969455837803463,1,0.8895205556827168,0
17,Été,27.398028027478578,403.60689600066087,Dense,48.6779244579279,0,0.0,0
18,Automne,61.92677602794653,1046.996989653375,Rare,3.48246232784682,0,0.0,1
19,Printemps,4.116921848235737,3.391108778658312,Dense,3.875055805324423,0,0.0,1
20,Automne,95.23768916255713,227.9661808426674,Rare,0.5626501289848896,0,0.0,0
21,Été,34.48177769963972,15.504817124771105,Moyenne,2.240849699422664,1,0.5159568527506555,0
22,Automne,40.63971246797853,84.50675972786486,Moyenne,0.1336955349179668,0,0.0,0
23,Printemps,122.02661447766599,1245.8868536294249,Dense,25.691110372577683,2,1.3791521655195318,1
24,Hiver,16.14080600689101,10.562749587785982,Dense,16.37957786624859,0,0.0,1
25,Printemps,22.751920463084815,30.680527396149984,Rare,12.083170060956812,0,0.0,0
26,Automne,34.10933316735373,401.9504169925588,Faible,2.7991883031970284,0,0.0,0
27,Printemps,21.577044241222914,101.42453755643855,Dense,1.3459239965203007,0,0.0,0
28,Été,10.66223004647923,29.2281900960416,Moyenne,16.133602502359498,0,0.0,0
29,Automne,3.3408436509483455,27.602893768584448,Moyenne,1.2184124521929147,1,0.9535188374059426,0
30,Automne,10.0613351910913,175.45539994757246,Dense,16.516160309872824,1,0.8860007695327099,1
31,Printemps,43.941022526171885,13.474344862141743,Faible,4.371096952201005,0,0.0,0
32,Hiver,30.714833805706135,290.2465522086902,Dense,0.45403194262924096,0,0.0,0
33,Hiver,48.483409852872775,428.3142705395775,Dense,0.266831439356193,2,1.3237556592455129,0
34,Été,21.83964615195034,353.81013284127937,Faible,10.861107803140282,2,1.1232519973401043,0
35,Été,7.92287373285278,13.856716559132794,Faible,17.1299697470501,2,1.8017452630438777,1
36,Hiver,29.662772493696806,296.04651944376565,Dense,1.7943152960032205,0,0.0,0
37,Automne,10.872405199257203,9.542014370085008,Faible,15.282816380252795,0,0.0,1
38,Printemps,0.8992048651557852,0.4193376902193831,Dense,16.014846052589952,1,1.2587263459069744,1
39,Automne,70.09393008382867,640.3360829884178,Rare,17.43416996984932,1,0.5650163798011458,0
40,Été,16.360936983689086,2.9966445574783687,Dense,16.067448989949103,0,0.0,1
41,Été,16.660612472499682,6.039174699377542,Dense,6.0407033639977445,0,0.0,1
42,Été,40.55698923064813,12.21676649437909,Dense,0.9644744402997919,0,0.0,0
43,Hiver,88.9609834179149,445.69889146325994,Faible,14.710769380728308,0,0.0,0
44,Hiver,2.2583767940605695,25.6240528066679,Faible,5.635998678016865,1,1.0312198501310397,1
45,Été,5.687676242046955,220.84255023186307,Dense,1.3974543264591697,2,1.6060565427103421,0
46,Automne,11.674062006142483,23.998962442970587,Moyenne,26.5203829781181,1,0.8761359286249282,0
47,Été,8.567498147487683,107.74806973607983,Rare,4.287583481829664,1,0.7766129128920884,0
48,Été,20.525324744702065,260.4163478524013,Moyenne,5.627479539625556,0,0.0,0
49,Printemps,52.19658373946834,859.2071221894385,Rare,1.6465350143888369,1,0.7744982937368754,1
50,Printemps,57.71879209104777,174.19572299284474,Moyenne,0.33612987091044794,0,0.0,0
51,Été,27.177586622736506,31.010683945268728,Rare,31.8274205371737,0,0.0,0
52,Printemps,8.239964069406325,105.01539743536799,Faible,12.358788029001119,0,0.0,1
53,Printemps,6.192010931297137,41.515609762233375,Rare,19.60538403829637,1,1.0976712349002573,1
54,Été,40.805995596391355,174.82986974771805,Faible,4.836111436630917,0,0.0,0
